id,char_id,encode_type,code,ncr_code,tone,pic,ext_info,gmt_create,gmt_modified,code_point,font,weight
2.02205E+12,d88cab,PUA,,,,,,2022/6/27 16:56,56:25.0,,,10
2.02205E+12,d88cab,UNICODE,𮧵,&#55418;&#56821;,,,"{""ncr_code_hex"":""2E9F5""}",56:25.0,56:25.0,2E9F5,,10
2.02205E+12,d88cab,PINYIN,WEI,,3,,,56:25.0,56:25.0,,,10
2.02205E+12,d88cab,SPLIT,韦华,,,,,56:25.0,56:25.0,,,10
2.02205E+12,d88cab,TRADITIONAL,韡,&#38881;,,,"{""ncr_code_hex"":""97E1""}",56:25.0,56:25.0,9.70E+02,,10
2.02205E+12,84c3c9,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,84c3c9,UNICODE,𬀩,&#55408;&#56361;,,,"{""ncr_code_hex"":""2C029""}",56:25.0,56:25.0,2C029,,10
2.02205E+12,84c3c9,PINYIN,WEI,,3,,,56:25.0,56:25.0,,,10
2.02205E+12,84c3c9,SPLIT,日韦,,,,,56:25.0,56:25.0,,,10
2.02205E+12,84c3c9,TRADITIONAL,暐,&#26256;,,,"{""ncr_code_hex"":""6690""}",56:25.0,56:25.0,6690,,10
2.02205E+12,4e9967,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,4e9967,UNICODE,𣲗,&#55375;&#56471;,,,"{""ncr_code_hex"":""23C97""}",56:25.0,56:25.0,23C97,,10
2.02205E+12,4e9967,PINYIN,WEI,,2,,,56:25.0,56:25.0,,,10
2.02205E+12,4e9967,SPLIT,氵韦,,,,,56:25.0,56:25.0,,,10
2.02205E+12,4e9967,SPLIT,水韦,,,,,56:25.0,56:25.0,,,10
2.02205E+12,4e9967,TRADITIONAL,湋,&#28235;,,,"{""ncr_code_hex"":""6E4B""}",56:25.0,56:25.0,6E4B,,10
2.02205E+12,1968a4,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,1968a4,UNICODE,𫰍,&#55407;&#56333;,,,"{""ncr_code_hex"":""2BC0D""}",56:25.0,56:25.0,2BC0D,,10
2.02205E+12,1968a4,PINYIN,WEI,,2,,,56:25.0,56:25.0,,,10
2.02205E+12,1968a4,PINYIN,WEI,,3,,,56:25.0,56:25.0,,,10
2.02205E+12,1968a4,SPLIT,女韦,,,,,56:25.0,56:25.0,,,10
2.02205E+12,1968a4,TRADITIONAL,媁,&#23169;,,,"{""ncr_code_hex"":""5A81""}",56:25.0,56:25.0,5A81,,10
2.02205E+12,1ef9de,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,1ef9de,UNICODE,𬱵,&#55411;&#56437;,,,"{""ncr_code_hex"":""2CC75""}",56:25.0,56:25.0,2CC75,,10
2.02205E+12,1ef9de,PINYIN,WEI,,3,,,56:25.0,56:25.0,,,10
2.02205E+12,1ef9de,SPLIT,风韦,,,,,56:25.0,56:25.0,,,10
2.02205E+12,1ef9de,TRADITIONAL,颹,&#39097;,,,"{""ncr_code_hex"":""98B9""}",56:25.0,56:25.0,98B9,,10
2.02205E+12,2c64ee,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,2c64ee,UNICODE,𬬬,&#55410;&#57132;,,,"{""ncr_code_hex"":""2CB2C""}",56:25.0,56:25.0,2CB2C,,10
2.02205E+12,2c64ee,PINYIN,WEI,,2,,,56:25.0,56:25.0,,,10
2.02205E+12,2c64ee,SPLIT,钅韦,,,,,56:25.0,56:25.0,,,10
2.02205E+12,2c64ee,SPLIT,金韦,,,,,56:25.0,56:25.0,,,10
2.02205E+12,2c64ee,TRADITIONAL,鍏,&#37711;,,,"{""ncr_code_hex"":""934F""}",56:25.0,56:25.0,934F,,10
2.02205E+12,246507,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,246507,UNICODE,𬱟,&#55411;&#56415;,,,"{""ncr_code_hex"":""2CC5F""}",56:25.0,56:25.0,2CC5F,,10
2.02205E+12,246507,PINYIN,WEI,,2,,,56:25.0,56:25.0,,,10
2.02205E+12,246507,SPLIT,危页,,,,,56:25.0,56:25.0,,,10
2.02205E+12,246507,TRADITIONAL,頠,&#38944;,,,"{""ncr_code_hex"":""9820""}",56:25.0,56:25.0,9820,,10
2.02205E+12,2337c3,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,2337c3,UNICODE,𬎆,&#55408;&#57222;,,,"{""ncr_code_hex"":""2C386""}",56:25.0,56:25.0,2C386,,10
2.02205E+12,2337c3,PINYIN,YING,,2,,,56:25.0,56:25.0,,,10
2.02205E+12,2337c3,SPLIT,王莹,,,,,56:25.0,56:25.0,,,10
2.02205E+12,2337c3,TRADITIONAL,㼆,&#16134;,,,"{""ncr_code_hex"":""3F06""}",56:25.0,56:25.0,3F06,,10
2.02205E+12,9427be,PUA,,,,,,56:25.0,56:25.0,,,8
2.02205E+12,9427be,UNICODE,𬀪,&#55408;&#56362;,,,"{""ncr_code_hex"":""2C02A""}",56:25.0,56:25.0,2C02A,,8
2.02205E+12,9427be,PINYIN,XIAN,,1,,,56:25.0,56:25.0,,,8
2.02205E+12,9427be,SPLIT,日见,,,,,56:25.0,56:25.0,,,8
2.02205E+12,9427be,TRADITIONAL,晛,&#26203;,,,"{""ncr_code_hex"":""665B""}",56:25.0,56:25.0,665B,,8
2.02205E+12,c97fbd,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,c97fbd,UNICODE,𥖄,&#55381;&#56708;,,,"{""ncr_code_hex"":""25584""}",56:25.0,56:25.0,25584,,10
2.02205E+12,c97fbd,PINYIN,XIAN,,4,,,56:25.0,56:25.0,,,10
2.02205E+12,c97fbd,SPLIT,石羡,,,,,56:25.0,56:25.0,,,10
2.02205E+12,fd164b,PUA,,,,,,56:25.0,56:25.0,,,8
2.02205E+12,fd164b,UNICODE,𬭣,&#55410;&#57187;,,,"{""ncr_code_hex"":""2CB63""}",56:25.0,56:25.0,2CB63,,8
2.02205E+12,fd164b,PINYIN,XIAN,,4,,,56:25.0,56:25.0,,,8
2.02205E+12,fd164b,SPLIT,钅泉,,,,,56:25.0,56:25.0,,,8
2.02205E+12,fd164b,SPLIT,金泉,,,,,56:25.0,56:25.0,,,8
2.02205E+12,fd164b,TRADITIONAL,䤼,&#18748;,,,"{""ncr_code_hex"":""493C""}",56:25.0,56:25.0,493C,,8
2.02205E+12,66c867,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,66c867,UNICODE,䶮,&#19886;,,,"{""ncr_code_hex"":""4DAE""}",56:25.0,56:25.0,4DAE,,10
2.02205E+12,66c867,PINYIN,YAN,,3,,,56:25.0,56:25.0,,,10
2.02205E+12,66c867,SPLIT,龙天,,,,,56:25.0,56:25.0,,,10
2.02205E+12,66c867,TRADITIONAL,𬺛,&#55411;&#56987;,,,"{""ncr_code_hex"":""2CE9B""}",56:25.0,56:25.0,2CE9B,,10
2.02205E+12,66c867,TRADITIONAL,𪚔,&#55401;&#56980;,,,"{""ncr_code_hex"":""2A694""}",56:25.0,56:25.0,2A694,,10
2.02205E+12,66c867,TRADITIONAL,,&#62748;,,,"{""ncr_code_hex"":""F51C""}",56:25.0,56:25.0,F51C,,10
2.02205E+12,66c867,TRADITIONAL,龑,&#40849;,,,"{""ncr_code_hex"":""9F91""}",56:25.0,56:25.0,9F91,,10
2.02205E+12,1bf322,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,1bf322,UNICODE,𬍛,&#55408;&#57179;,,,"{""ncr_code_hex"":""2C35B""}",56:25.0,56:25.0,2C35B,,10
2.02205E+12,1bf322,PINYIN,LI,,4,,,56:25.0,56:25.0,,,10
2.02205E+12,1bf322,SPLIT,王乐,,,,,56:25.0,56:25.0,,,10
2.02205E+12,1bf322,TRADITIONAL,爍,&#29197;,,,"{""ncr_code_hex"":""720D""}",56:25.0,56:25.0,720D,,10
2.02205E+12,1bf322,TRADITIONAL,瓅,&#29893;,,,"{""ncr_code_hex"":""74C5""}",56:25.0,56:25.0,74C5,,10
2.02205E+12,cda910,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,cda910,UNICODE,㛃,&#14019;,,,"{""ncr_code_hex"":""36C3""}",56:25.0,56:25.0,36C3,,10
2.02205E+12,cda910,PINYIN,JIE,,2,,,56:25.0,56:25.0,,,10
2.02205E+12,cda910,SPLIT,㓞女,,,,,56:25.0,56:25.0,,,10
2.02205E+12,3796ee,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,3796ee,UNICODE,𬱖,&#55411;&#56406;,,,"{""ncr_code_hex"":""2CC56""}",56:25.0,56:25.0,2CC56,,10
2.02205E+12,3796ee,PINYIN,DI,,2,,,56:25.0,56:25.0,,,10
2.02205E+12,3796ee,SPLIT,由页,,,,,56:25.0,56:25.0,,,10
2.02205E+12,3796ee,TRADITIONAL,頔,&#38932;,,,"{""ncr_code_hex"":""9814""}",56:25.0,56:25.0,9814,,10
2.02205E+12,1.80E+174,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,1.80E+174,UNICODE,𬜬,&#55409;&#57132;,,,"{""ncr_code_hex"":""2C72C""}",56:25.0,56:25.0,2C72C,,10
2.02205E+12,1.80E+174,PINYIN,MAN,,4,,,56:25.0,56:25.0,,,10
2.02205E+12,1.80E+174,SPLIT,艹问,,,,,56:25.0,56:25.0,,,10
2.02205E+12,1.80E+174,SPLIT,草问,,,,,56:25.0,56:25.0,,,10
2.02205E+12,1.80E+174,TRADITIONAL,蔄,&#34052;,,,"{""ncr_code_hex"":""8504""}",56:25.0,56:25.0,8504,,10
2.02205E+12,52f09e,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,52f09e,UNICODE,𫲦,&#55407;&#56486;,,,"{""ncr_code_hex"":""2BCA6""}",56:25.0,56:25.0,2BCA6,,10
2.02205E+12,52f09e,PINYIN,MAN,,3,,,56:25.0,56:25.0,,,10
2.02205E+12,52f09e,SPLIT,子兑,,,,,56:25.0,56:25.0,,,10
2.02205E+12,72757b,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,72757b,UNICODE,𱂐,&#55428;&#56464;,,,"{""ncr_code_hex"":""31090""}",56:25.0,56:25.0,31090,,10
2.02205E+12,72757b,PINYIN,YUN,,4,,,56:25.0,56:25.0,,,10
2.02205E+12,72757b,SPLIT,音员,,,,,56:25.0,56:25.0,,,10
2.02205E+12,72757b,TRADITIONAL,韻,&#38907;,,,"{""ncr_code_hex"":""97FB""}",56:25.0,56:25.0,97FB,,10
2.02205E+12,72757b,TRADITIONAL,韵,&#38901;,,,"{""ncr_code_hex"":""97F5""}",56:25.0,56:25.0,97F5,,10
2.02205E+12,2006a3,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,2006a3,UNICODE,𤩽,&#55378;&#56957;,,,"{""ncr_code_hex"":""24A7D""}",56:25.0,56:25.0,24A7D,,10
2.02205E+12,2006a3,PINYIN,HUAN,,2,,,56:25.0,56:25.0,,,10
2.02205E+12,2006a3,SPLIT,王献,,,,,56:25.0,56:25.0,,,10
2.02205E+12,2006a3,TRADITIONAL,瓛,&#29915;,,,"{""ncr_code_hex"":""74DB""}",56:25.0,56:25.0,74DB,,10
2.02205E+12,b93b09,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,b93b09,UNICODE,㑇,&#13383;,,,"{""ncr_code_hex"":""3447""}",56:25.0,56:25.0,3447,,10
2.02205E+12,b93b09,PINYIN,ZHOU,,1,,,56:25.0,56:25.0,,,10
2.02205E+12,b93b09,SPLIT,亻刍,,,,,56:25.0,56:25.0,,,10
2.02205E+12,b93b09,SPLIT,人刍,,,,,56:25.0,56:25.0,,,10
2.02205E+12,b93b09,TRADITIONAL,媰,&#23216;,,,"{""ncr_code_hex"":""5AB0""}",56:25.0,56:25.0,5AB0,,10
2.02205E+12,b93b09,TRADITIONAL,𠋢,&#55360;&#57058;,,,"{""ncr_code_hex"":""202E2""}",56:25.0,56:25.0,2.02E+04,,10
2.02205E+12,b93b09,TRADITIONAL,㑳,&#13427;,,,"{""ncr_code_hex"":""3473""}",56:25.0,56:25.0,3473,,10
2.02205E+12,91f144,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,91f144,UNICODE,𰵞,&#55427;&#56670;,,,"{""ncr_code_hex"":""30D5E""}",56:25.0,56:25.0,30D5E,,10
2.02205E+12,91f144,PINYIN,YONG,,1,,,56:25.0,56:25.0,,,10
2.02205E+12,91f144,SPLIT,讠永,,,,,56:25.0,56:25.0,,,10
2.02205E+12,91f144,SPLIT,言永,,,,,56:25.0,56:25.0,,,10
2.02205E+12,91f144,TRADITIONAL,詠,&#35424;,,,"{""ncr_code_hex"":""8A60""}",56:25.0,56:25.0,8A60,,10
2.02205E+12,91f144,TRADITIONAL,咏,&#21647;,,,"{""ncr_code_hex"":""548F""}",56:25.0,56:25.0,548F,,10
2.02205E+12,00267b,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,00267b,UNICODE,𠇔,&#55360;&#56788;,,,"{""ncr_code_hex"":""201D4""}",56:25.0,56:25.0,201D4,,10
2.02205E+12,00267b,PINYIN,TUO,,1,,,56:25.0,56:25.0,,,10
2.02205E+12,00267b,SPLIT,亻毛,,,,,56:25.0,56:25.0,,,10
2.02205E+12,00267b,SPLIT,人毛,,,,,56:25.0,56:25.0,,,10
2.02205E+12,a50d8e,UNICODE,冄,&#20868;,,,"{""ncr_code_hex"":""5184""}",56:25.0,56:25.0,5184,,8
2.02205E+12,a50d8e,PINYIN,RAN,,2,,,56:25.0,56:25.0,,,8
2.02205E+12,264ae4,UNICODE,䒟,&#17567;,,,"{""ncr_code_hex"":""449F""}",56:25.0,56:25.0,449F,,8
2.02205E+12,264ae4,PINYIN,DAN,,1,,,56:25.0,56:25.0,,,8
2.02205E+12,264ae4,SPLIT,艹丹,,,,,56:25.0,56:25.0,,,8
2.02205E+12,264ae4,SPLIT,草丹,,,,,56:25.0,56:25.0,,,8
2.02205E+12,0dbd6a,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,0dbd6a,UNICODE,𡛓,&#55365;&#57043;,,,"{""ncr_code_hex"":""216D3""}",56:25.0,56:25.0,216D3,,10
2.02205E+12,0dbd6a,PINYIN,RAN,,3,,,56:25.0,56:25.0,,,10
2.02205E+12,0dbd6a,SPLIT,女丹,,,,,56:25.0,56:25.0,,,10
2.02205E+12,bc8447,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,bc8447,UNICODE,𡝗,&#55365;&#57175;,,,"{""ncr_code_hex"":""21757""}",56:25.0,56:25.0,21757,,10
2.02205E+12,bc8447,PINYIN,JUN,,1,,,56:25.0,56:25.0,,,10
2.02205E+12,bc8447,PINYIN,QUN,,2,,,56:25.0,56:25.0,,,10
2.02205E+12,bc8447,SPLIT,女君,,,,,56:25.0,56:25.0,,,10
2.02205E+12,f6db38,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,f6db38,UNICODE,𪻐,&#55403;&#57040;,,,"{""ncr_code_hex"":""2AED0""}",56:25.0,56:25.0,2AED0,,10
2.02205E+12,f6db38,PINYIN,CONG,,1,,,56:25.0,56:25.0,,,10
2.02205E+12,f6db38,SPLIT,王从,,,,,56:25.0,56:25.0,,,10
2.02205E+12,f6db38,TRADITIONAL,瑽,&#29821;,,,"{""ncr_code_hex"":""747D""}",56:25.0,56:25.0,747D,,10
2.02205E+12,4b5c44,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,4b5c44,UNICODE,𫰡,&#55407;&#56353;,,,"{""ncr_code_hex"":""2BC21""}",56:25.0,56:25.0,2BC21,,10
2.02205E+12,4b5c44,PINYIN,HUA,,4,,,56:25.0,56:25.0,,,10
2.02205E+12,4b5c44,SPLIT,女华,,,,,56:25.0,56:25.0,,,10
2.02205E+12,4b5c44,TRADITIONAL,嬅,&#23301;,,,"{""ncr_code_hex"":""5B05""}",56:25.0,56:25.0,5B05,,10
2.02205E+12,8ee75e,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,8ee75e,UNICODE,䴖,&#19734;,,,"{""ncr_code_hex"":""4D16""}",56:25.0,56:25.0,4D16,,10
2.02205E+12,8ee75e,PINYIN,JING,,1,,,56:25.0,56:25.0,,,10
2.02205E+12,8ee75e,SPLIT,青鸟,,,,,56:25.0,56:25.0,,,10
2.02205E+12,8ee75e,TRADITIONAL,鶄,&#40324;,,,"{""ncr_code_hex"":""9D84""}",56:25.0,56:25.0,9D84,,10
2.02205E+12,8ee75e,TRADITIONAL,𨿬,&#55395;&#57324;,,,"{""ncr_code_hex"":""28FEC""}",56:25.0,56:25.0,28FEC,,10
2.02205E+12,b575d0,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,b575d0,UNICODE,𠅤,&#55360;&#56676;,,,"{""ncr_code_hex"":""20164""}",56:25.0,56:25.0,20164,,10
2.02205E+12,b575d0,PINYIN,XI,,1,,,56:25.0,56:25.0,,,10
2.02205E+12,b575d0,SPLIT,亠思,,,,,56:25.0,56:25.0,,,10
2.02205E+12,b575d0,TRADITIONAL,惠,&#24800;,,,"{""ncr_code_hex"":""60E0""}",56:25.0,56:25.0,6.00E+01,,10
2.02205E+12,e95ed7,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,e95ed7,UNICODE,𪨧,&#55402;&#56871;,,,"{""ncr_code_hex"":""2AA27""}",56:25.0,56:25.0,2AA27,,10
2.02205E+12,e95ed7,PINYIN,LUN,,2,,,56:25.0,56:25.0,,,10
2.02205E+12,e95ed7,SPLIT,山仑,,,,,56:25.0,56:25.0,,,10
2.02205E+12,e95ed7,TRADITIONAL,崙,&#23833;,,,"{""ncr_code_hex"":""5D19""}",56:25.0,56:25.0,5D19,,10
2.02205E+12,a6819c,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,a6819c,UNICODE,𰎝,&#55424;&#57245;,,,"{""ncr_code_hex"":""3039D""}",56:25.0,56:25.0,3039D,,10
2.02205E+12,a6819c,PINYIN,JUN,,1,,,56:25.0,56:25.0,,,10
2.02205E+12,a6819c,PINYIN,HUN,,2,,,56:25.0,56:25.0,,,10
2.02205E+12,a6819c,SPLIT,山军,,,,,56:25.0,56:25.0,,,10
2.02205E+12,a6819c,TRADITIONAL,㟦,&#14310;,,,"{""ncr_code_hex"":""37E6""}",56:25.0,56:25.0,3.70E+07,,10
2.02205E+12,a6819c,TRADITIONAL,𡺠,&#55367;&#56992;,,,"{""ncr_code_hex"":""21EA0""}",56:25.0,56:25.0,21EA0,,10
2.02205E+12,b7232e,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,b7232e,UNICODE,㺭,&#16045;,,,"{""ncr_code_hex"":""3EAD""}",56:25.0,56:25.0,3EAD,,10
2.02205E+12,b7232e,PINYIN,ZI,,3,,,56:25.0,56:25.0,,,10
2.02205E+12,b7232e,SPLIT,王子,,,,,56:25.0,56:25.0,,,10
2.02205E+12,96477d,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,96477d,UNICODE,𬳳,&#55411;&#56563;,,,"{""ncr_code_hex"":""2CCF3""}",56:25.0,56:25.0,2CCF3,,10
2.02205E+12,96477d,PINYIN,FAN,,1,,,56:25.0,56:25.0,,,10
2.02205E+12,96477d,SPLIT,马风,,,,,56:25.0,56:25.0,,,10
2.02205E+12,96477d,TRADITIONAL,颿,&#39103;,,,"{""ncr_code_hex"":""98BF""}",56:25.0,56:25.0,98BF,,10
2.02205E+12,2930db,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,2930db,UNICODE,𫍽,&#55404;&#57213;,,,"{""ncr_code_hex"":""2B37D""}",56:25.0,56:25.0,2B37D,,10
2.02205E+12,2930db,PINYIN,XUAN,,1,,,56:25.0,56:25.0,,,10
2.02205E+12,2930db,SPLIT,讠睘,,,,,56:25.0,56:25.0,,,10
2.02205E+12,2930db,SPLIT,言睘,,,,,56:25.0,56:25.0,,,10
2.02205E+12,2930db,TRADITIONAL,譞,&#35678;,,,"{""ncr_code_hex"":""8B5E""}",56:25.0,56:25.0,8B5E,,10
2.02205E+12,1658b6,UNICODE,禤,&#31140;,,,"{""ncr_code_hex"":""79A4""}",56:25.0,56:25.0,79A4,,8
2.02205E+12,1658b6,PINYIN,XUAN,,1,,,56:25.0,56:25.0,,,8
2.02205E+12,1658b6,SPLIT,衣四羽,,,,,56:25.0,56:25.0,,,8
2.02205E+12,c48f08,PUA,,,,,,56:25.0,56:25.0,,,10
2.02205E+12,c48f08,UNICODE,𮣳,&#55418;&#56563;,,,"{""ncr_code_hex"":""2E8F3""}",56:25.0,56:25.0,2E8F3,,10
2.02205E+12,c48f08,PINYIN,HONG,,2,,,56:25.0,56:25.0,,,10
2.02205E+12,c48f08,PINYIN,GONG,,1,,,56:25.0,56:25.0,,,10
2.02205E+12,c48f08,SPLIT,钅厷,,,,,56:25.0,56:25.0,,,10
2.02205E+12,c48f08,SPLIT,金厷,,,,,56:25.0,56:25.0,,,10
2.02205E+12,c48f08,TRADITIONAL,鈜,&#37404;,,,"{""ncr_code_hex"":""921C""}",56:25.0,56:25.0,921C,,10
2.02205E+12,ecefb5,UNICODE,晔,&#26196;,,,"{""ncr_code_hex"":""6654""}",56:25.0,56:25.0,6654,,8
2.02205E+12,ecefb5,PINYIN,YE,,4,,,56:25.0,56:25.0,,,8
2.02205E+12,ecefb5,SPLIT,日华,,,,,56:25.0,56:25.0,,,8
